Category,City,Segment,State/Province,Sub-Category,KPI Selector,Profit,Quantity,Sales,Total Profit,Total Quantity,Total Sales
Technology,Madison,Consumer,Wisconsin,Accessories,178.11,32.0598,3,178.11,32.0598,3,178.11
Technology,Columbus,Consumer,Indiana,Phones,50.97,13.2522,3,50.97,13.2522,3,50.97
Technology,Detroit,Consumer,Michigan,Phones,209.97,58.7916,3,209.97,58.7916,3,209.97
Technology,Coon Rapids,Consumer,Minnesota,Phones,281.97,78.9516,3,281.97,78.9516,3,281.97
Technology,Minneapolis,Consumer,Minnesota,Phones,377.97,105.8316,3,377.97,105.8316,3,377.97
Technology,Omaha,Consumer,Nebraska,Phones,29.97,0.2997,3,29.97,0.2997,3,29.97
Technology,Oklahoma City,Consumer,Oklahoma,Phones,461.97,133.9713,3,461.97,133.9713,3,461.97
Technology,Columbus,Consumer,Indiana,Accessories,199.96,15.9968,4,199.96,15.9968,4,199.96
Technology,Rochester Hills,Consumer,Michigan,Accessories,132.52,54.3332,4,132.52,54.3332,4,132.52
Technology,Cottage Grove,Consumer,Minnesota,Accessories,119.8,47.92,4,119.8,47.92,4,119.8
Technology,Moorhead,Consumer,Minnesota,Accessories,63.96,19.8276,4,63.96,19.8276,4,63.96
Technology,Tulsa,Consumer,Oklahoma,Accessories,291.96,102.186,4,291.96,102.186,4,291.96
Technology,Richmond,Consumer,Indiana,Phones,259.96,124.7808,4,259.96,124.7808,4,259.96
Technology,Dubuque,Consumer,Iowa,Phones,263.96,76.5484,4,263.96,76.5484,4,263.96
Technology,Detroit,Consumer,Michigan,Phones,635.96,165.3496,4,635.96,165.3496,4,635.96
Technology,Omaha,Consumer,Nebraska,Phones,2479.96,743.988,4,2479.96,743.988,4,2479.96
Technology,Oklahoma City,Consumer,Oklahoma,Phones,479.96,134.3888,4,479.96,134.3888,4,479.96
Technology,Milwaukee,Consumer,Wisconsin,Phones,1099.96,285.9896,4,1099.96,285.9896,4,1099.96
Technology,Rochester,Consumer,Minnesota,Accessories,399.95,143.982,5,399.95,143.982,5,399.95
Technology,Springfield,Consumer,Missouri,Accessories,279.95,67.188,5,279.95,67.188,5,279.95
Technology,Appleton,Consumer,Wisconsin,Accessories,1649.75,544.4175,5,1649.75,544.4175,5,1649.75
Technology,Omaha,Consumer,Nebraska,Phones,149.95,41.986,5,149.95,41.986,5,149.95
Technology,Kenosha,Consumer,Wisconsin,Phones,769.95,223.2855,5,769.95,223.2855,5,769.95
Technology,Trenton,Consumer,Michigan,Phones,125.7,35.196,6,125.7,35.196,6,125.7
Technology,Edmond,Consumer,Oklahoma,Phones,944.93,236.2325,7,944.93,236.2325,7,944.93
Technology,Columbus,Consumer,Indiana,Phones,1454.49,378.1674,9,1454.49,378.1674,9,1454.49
Technology,Richmond,Consumer,Indiana,Phones,440.91,123.4548,9,440.91,123.4548,9,440.91
Technology,Austin,Consumer,Texas,Accessories,55.2,-2.07,1,55.2,-2.07,1,55.2
Technology,Carrollton,Consumer,Texas,Accessories,47.904,-2.994,1,47.904,-2.994,1,47.904
Technology,Houston,Consumer,Texas,Accessories,18.392,5.2877,1,18.392,5.2877,1,18.392
Technology,Houston,Consumer,Texas,Accessories,39.992,6.9986,1,39.992,6.9986,1,39.992
Technology,Austin,Consumer,Texas,Phones,55.992,5.5992,1,55.992,5.5992,1,55.992
Technology,Houston,Consumer,Texas,Phones,151.192,13.2293,1,151.192,13.2293,1,151.192
Technology,Plano,Consumer,Texas,Phones,95.992,9.5992,1,95.992,9.5992,1,95.992
Technology,Chicago,Consumer,Illinois,Accessories,26.176,-3.272,2,26.176,-3.272,2,26.176
Technology,Carrollton,Consumer,Texas,Accessories,127.984,25.5968,2,127.984,25.5968,2,127.984
Technology,Houston,Consumer,Texas,Accessories,25.488,4.4604,2,25.488,4.4604,2,25.488
Technology,Houston,Consumer,Texas,Accessories,127.984,15.998,2,127.984,15.998,2,127.984
Technology,Houston,Consumer,Texas,Accessories,18.528,4.4004,2,18.528,4.4004,2,18.528
Technology,Houston,Consumer,Texas,Accessories,24.032,-0.6008,2,24.032,-0.6008,2,24.032
Technology,Bolingbrook,Consumer,Illinois,Phones,148.48,16.704,2,148.48,16.704,2,148.48
Technology,Chicago,Consumer,Illinois,Phones,222.384,16.6788,2,222.384,16.6788,2,222.384
Technology,Chicago,Consumer,Illinois,Phones,159.984,11.9988,2,159.984,11.9988,2,159.984
Technology,Chicago,Consumer,Illinois,Phones,11.12,3.475,2,11.12,3.475,2,11.12
Technology,Chicago,Consumer,Illinois,Phones,39.984,-8.9964,2,39.984,-8.9964,2,39.984
Technology,Highland Park,Consumer,Illinois,Phones,153.584,13.4386,2,153.584,13.4386,2,153.584
Technology,Houston,Consumer,Texas,Phones,19.136,1.9136,2,19.136,1.9136,2,19.136
Technology,Houston,Consumer,Texas,Phones,31.92,2.394,2,31.92,2.394,2,31.92
Technology,Houston,Consumer,Texas,Phones,148.48,16.704,2,148.48,16.704,2,148.48
Technology,Bloomington,Consumer,Illinois,Accessories,39.816,7.4655,3,39.816,7.4655,3,39.816
Technology,Chicago,Consumer,Illinois,Accessories,35.016,-2.1885,3,35.016,-2.1885,3,35.016
Technology,Chicago,Consumer,Illinois,Accessories,2.376,0.7425,3,2.376,0.7425,3,2.376
Technology,Chicago,Consumer,Illinois,Accessories,81.576,2.039400000,3,81.576,2.039400000,3,81.576
Technology,Chicago,Consumer,Illinois,Accessories,68.112,17.8794,3,68.112,17.8794,3,68.112
Technology,Chicago,Consumer,Illinois,Accessories,40.68,-7.119,3,40.68,-7.119,3,40.68
Technology,Evanston,Consumer,Illinois,Accessories,43.56,-4.9005,3,43.56,-4.9005,3,43.56
Technology,Dallas,Consumer,Texas,Accessories,47.976,1.7991,3,47.976,1.7991,3,47.976
Technology,Laredo,Consumer,Texas,Accessories,191.976,23.997,3,191.976,23.997,3,191.976
Technology,Tyler,Consumer,Texas,Accessories,27.816,4.5201,3,27.816,4.5201,3,27.816
Technology,Lubbock,Consumer,Texas,Copiers,479.976,161.9919,3,479.976,161.9919,3,479.976
Technology,Chicago,Consumer,Illinois,Phones,323.976,36.4473,3,323.976,36.4473,3,323.976
Technology,Houston,Consumer,Texas,Phones,971.88,109.3365,3,971.88,109.3365,3,971.88
Technology,Houston,Consumer,Texas,Phones,241.176,15.0735,3,241.176,15.0735,3,241.176
Technology,Houston,Consumer,Texas,Phones,16.68,5.2125,3,16.68,5.2125,3,16.68
Technology,Huntsville,Consumer,Texas,Phones,239.976,17.9982,3,239.976,17.9982,3,239.976
Technology,Irving,Consumer,Texas,Phones,88.776,7.7679,3,88.776,7.7679,3,88.776
Technology,Round Rock,Consumer,Texas,Phones,431.976,32.3982,3,431.976,32.3982,3,431.976
Technology,San Antonio,Consumer,Texas,Phones,143.976,8.998500000,3,143.976,8.998500000,3,143.976
Technology,San Antonio,Consumer,Texas,Phones,470.376,47.0376,3,470.376,47.0376,3,470.376
Technology,Chicago,Consumer,Illinois,Accessories,255.968,51.1936,4,255.968,51.1936,4,255.968
Technology,Chicago,Consumer,Illinois,Accessories,191.968,28.7952,4,191.968,28.7952,4,191.968
Technology,Quincy,Consumer,Illinois,Accessories,108.768,2.719200000,4,108.768,2.719200000,4,108.768
Technology,Austin,Consumer,Texas,Accessories,22.368,6.4308,4,22.368,6.4308,4,22.368
Technology,Evanston,Consumer,Illinois,Copiers,1439.968,485.9892,4,1439.968,485.9892,4,1439.968
Technology,Aurora,Consumer,Illinois,Phones,2003.168,250.396,4,2003.168,250.396,4,2003.168
Technology,Chicago,Consumer,Illinois,Phones,35.04,-7.008,4,35.04,-7.008,4,35.04
Technology,Chicago,Consumer,Illinois,Phones,328.224,28.7196,4,328.224,28.7196,4,328.224
Technology,Des Plaines,Consumer,Illinois,Phones,383.84,47.98,4,383.84,47.98,4,383.84
Technology,Rockford,Consumer,Illinois,Phones,1439.968,143.9968,4,1439.968,143.9968,4,1439.968
Technology,Amarillo,Consumer,Texas,Phones,307.168,30.7168,4,307.168,30.7168,4,307.168
Technology,Houston,Consumer,Texas,Phones,54.368,4.0776,4,54.368,4.0776,4,54.368
Technology,Plano,Consumer,Texas,Phones,167.968,62.988,4,167.968,62.988,4,167.968
Technology,Grand Prairie,Consumer,Texas,Accessories,65.44,-8.18,5,65.44,-8.18,5,65.44
Technology,Houston,Consumer,Texas,Accessories,171.96,45.1395,5,171.96,45.1395,5,171.96
Technology,Fort Worth,Consumer,Texas,Copiers,1999.96,624.9875,5,1999.96,624.9875,5,1999.96
Technology,Dallas,Consumer,Texas,Phones,195.96,19.596,5,195.96,19.596,5,195.96
Technology,Grand Prairie,Consumer,Texas,Phones,219.8,24.7275,5,219.8,24.7275,5,219.8
Technology,Houston,Consumer,Texas,Phones,71.96,25.186,5,71.96,25.186,5,71.96
Technology,Houston,Consumer,Texas,Phones,299.96,37.495,5,299.96,37.495,5,299.96
Technology,Pasadena,Consumer,Texas,Accessories,167.952,-27.2922,6,167.952,-27.2922,6,167.952
Technology,San Antonio,Consumer,Texas,Accessories,106.08,-9.282,6,106.08,-9.282,6,106.08
Technology,San Antonio,Consumer,Texas,Accessories,383.952,47.994,6,383.952,47.994,6,383.952
Technology,Dallas,Consumer,Texas,Phones,657.552,49.3164,6,657.552,49.3164,6,657.552
Technology,Houston,Consumer,Texas,Phones,619.152,69.6546,6,619.152,69.6546,6,619.152
Technology,Buffalo Grove,Consumer,Illinois,Accessories,475.944,95.1888,7,475.944,95.1888,7,475.944
Technology,Dallas,Consumer,Texas,Accessories,50.12,-0.626500000,7,50.12,-0.626500000,7,50.12
Technology,Houston,Consumer,Texas,Accessories,279.944,48.9902,7,279.944,48.9902,7,279.944
Technology,Round Rock,Consumer,Texas,Accessories,41.72,5.7365,7,41.72,5.7365,7,41.72
Technology,Houston,Consumer,Texas,Phones,537.544,47.0351,7,537.544,47.0351,7,537.544
Technology,Houston,Consumer,Texas,Accessories,431.928,64.7892,9,431.928,64.7892,9,431.928
Technology,Chicago,Consumer,Illinois,Phones,1979.928,148.4946,9,1979.928,148.4946,9,1979.928
Technology,Chicago,Consumer,Illinois,Accessories,153.824,38.456,11,153.824,38.456,11,153.824
Technology,Chicago,Consumer,Illinois,Machines,1362.9,-19.470000000,3,1362.9,-19.470000000,3,1362.9
Technology,Houston,Consumer,Texas,Machines,287.91,33.5895,3,287.91,33.5895,3,287.91
Technology,San Antonio,Consumer,Texas,Machines,287.91,33.5895,3,287.91,33.5895,3,287.91
Technology,Houston,Consumer,Texas,Machines,998.85,-199.77,5,998.85,-199.77,5,998.85
Technology,San Antonio,Consumer,Texas,Machines,8159.952,-1359.992,8,8159.952,-1359.992,8,8159.952
Technology,New York City,Consumer,New York,Accessories,99.6,36.852,1,99.6,36.852,1,99.6
Technology,Utica,Consumer,New York,Accessories,79.99,28.7964,1,79.99,28.7964,1,79.99
Technology,New York City,Consumer,New York,Phones,136.99,36.9873,1,136.99,36.9873,1,136.99
Technology,New York City,Consumer,New York,Phones,21.99,10.5552,1,21.99,10.5552,1,21.99
Technology,New York City,Consumer,New York,Phones,42.95,1.2885,1,42.95,1.2885,1,42.95
Technology,Rochester,Consumer,New York,Phones,45.99,13.3371,1,45.99,13.3371,1,45.99
Technology,Rochester,Consumer,New York,Phones,625.99,187.797,1,625.99,187.797,1,625.99
Technology,Middletown,Consumer,Connecticut,Accessories,238,38.08,2,238,38.08,2,238
Technology,Columbia,Consumer,Maryland,Accessories,59.98,26.3912,2,59.98,26.3912,2,59.98
Technology,New Bedford,Consumer,Massachusetts,Accessories,23.18,7.6494,2,23.18,7.6494,2,23.18
Technology,New York City,Consumer,New York,Accessories,39.98,13.5932,2,39.98,13.5932,2,39.98
Technology,New York City,Consumer,New York,Accessories,72.48,30.4416,2,72.48,30.4416,2,72.48
Technology,New York City,Consumer,New York,Accessories,843.9,371.316,2,843.9,371.316,2,843.9
Technology,New York City,Consumer,New York,Accessories,659.9,217.767,2,659.9,217.767,2,659.9
Technology,New York City,Consumer,New York,Accessories,50,12,2,50,12,2,50
Technology,New York City,Consumer,New York,Accessories,212.8,95.76,2,212.8,95.76,2,212.8
Technology,New York City,Consumer,New York,Accessories,72.64,21.792,2,72.64,21.792,2,72.64
Technology,Manchester,Consumer,Connecticut,Phones,257.98,74.8142,2,257.98,74.8142,2,257.98
Technology,Dover,Consumer,Delaware,Phones,21.8,6.104,2,21.8,6.104,2,21.8
Technology,Newark,Consumer,Delaware,Phones,89.98,43.1904,2,89.98,43.1904,2,89.98
Technology,Rockville,Consumer,Maryland,Phones,90.48,23.5248,2,90.48,23.5248,2,90.48
Technology,Passaic,Consumer,New Jersey,Phones,257.98,74.8142,2,257.98,74.8142,2,257.98
Technology,New York City,Consumer,New York,Phones,299.9,74.975,2,299.9,74.975,2,299.9
Technology,New York City,Consumer,New York,Phones,116.98,29.245,2,116.98,29.245,2,116.98
Technology,New York City,Consumer,New York,Phones,13.98,3.9144,2,13.98,3.9144,2,13.98
Technology,New York City,Consumer,New York,Phones,25.98,0.779400000,2,25.98,0.779400000,2,25.98
Technology,New York City,Consumer,New York,Phones,1299.66,350.9082,2,1299.66,350.9082,2,1299.66
Technology,Dover,Consumer,Delaware,Accessories,45,4.95,3,45,4.95,3,45
Technology,Belleville,Consumer,New Jersey,Accessories,239.97,71.991,3,239.97,71.991,3,239.97
Technology,East Orange,Consumer,New Jersey,Accessories,31.8,13.674,3,31.8,13.674,3,31.8
Technology,Lakewood,Consumer,New Jersey,Accessories,45,4.95,3,45,4.95,3,45
Technology,New York City,Consumer,New York,Accessories,85.14,34.9074,3,85.14,34.9074,3,85.14
Technology,New York City,Consumer,New York,Accessories,59.97,14.9925,3,59.97,14.9925,3,59.97
Technology,New York City,Consumer,New York,Accessories,89.97,18.8937,3,89.97,18.8937,3,89.97
Technology,New York City,Consumer,New York,Accessories,89.97,39.5868,3,89.97,39.5868,3,89.97
Technology,New York City,Consumer,New York,Accessories,59.97,20.3898,3,59.97,20.3898,3,59.97
Technology,Newark,Consumer,Delaware,Copiers,10499.97,5039.9856,3,10499.97,5039.9856,3,10499.97
Technology,Clinton,Consumer,Maryland,Machines,464.97,209.2365,3,464.97,209.2365,3,464.97
Technology,Newark,Consumer,Delaware,Phones,377.97,94.4925,3,377.97,94.4925,3,377.97
Technology,Baltimore,Consumer,Maryland,Phones,89.97,25.1916,3,89.97,25.1916,3,89.97
Technology,Rockville,Consumer,Maryland,Phones,179.97,44.9925,3,179.97,44.9925,3,179.97
Technology,Paterson,Consumer,New Jersey,Phones,281.97,78.9516,3,281.97,78.9516,3,281.97
Technology,Long Beach,Consumer,New York,Phones,437.85,131.355,3,437.85,131.355,3,437.85
Technology,New York City,Consumer,New York,Phones,377.97,109.6113,3,377.97,109.6113,3,377.97
Technology,New York City,Consumer,New York,Phones,14.85,4.0095,3,14.85,4.0095,3,14.85
Technology,New York City,Consumer,New York,Phones,239.97,67.1916,3,239.97,67.1916,3,239.97
Technology,New York City,Consumer,New York,Phones,539.97,134.9925,3,539.97,134.9925,3,539.97
Technology,New York City,Consumer,New York,Phones,209.97,58.7916,3,209.97,58.7916,3,209.97
Technology,New York City,Consumer,New York,Phones,104.85,28.3095,3,104.85,28.3095,3,104.85
Technology,New York City,Consumer,New York,Phones,137.94,35.8644,3,137.94,35.8644,3,137.94
Technology,Long Beach,Consumer,New York,Accessories,91.96,39.5428,4,91.96,39.5428,4,91.96
Technology,New York City,Consumer,New York,Accessories,7.88,2.5216,4,7.88,2.5216,4,7.88
Technology,Morristown,Consumer,New Jersey,Machines,480,225.6,4,480,225.6,4,480
Technology,New York City,Consumer,New York,Machines,6999.96,2239.9872,4,6999.96,2239.9872,4,6999.96
Technology,Hempstead,Consumer,New York,Phones,39.96,10.3896,4,39.96,10.3896,4,39.96
Technology,New York City,Consumer,New York,Phones,783.96,219.5088,4,783.96,219.5088,4,783.96
Technology,New York City,Consumer,New York,Phones,503.96,125.99,4,503.96,125.99,4,503.96
Technology,New York City,Consumer,New York,Phones,861.76,249.9104,4,861.76,249.9104,4,861.76
Technology,New York City,Consumer,New York,Phones,67.8,1.356000000,4,67.8,1.356000000,4,67.8
Technology,Passaic,Consumer,New Jersey,Accessories,95.1,30.432,5,95.1,30.432,5,95.1
Technology,New Rochelle,Consumer,New York,Accessories,149.95,14.995,5,149.95,14.995,5,149.95
Technology,New York City,Consumer,New York,Accessories,199.95,21.9945,5,199.95,21.9945,5,199.95
Technology,New York City,Consumer,New York,Accessories,390.75,171.93,5,390.75,171.93,5,390.75
Technology,New York City,Consumer,New York,Machines,3999.95,1159.9855,5,3999.95,1159.9855,5,3999.95
Technology,Newark,Consumer,Delaware,Phones,479.95,129.5865,5,479.95,129.5865,5,479.95
Technology,Baltimore,Consumer,Maryland,Phones,89.95,43.176,5,89.95,43.176,5,89.95
Technology,Passaic,Consumer,New Jersey,Phones,345,86.25,5,345,86.25,5,345
Technology,Long Beach,Consumer,New York,Phones,74.95,36.7255,5,74.95,36.7255,5,74.95
Technology,New York City,Consumer,New York,Phones,84.95,22.087,5,84.95,22.087,5,84.95
Technology,New York City,Consumer,New York,Accessories,468.9,206.316,6,468.9,206.316,6,468.9
Technology,New York City,Consumer,New York,Phones,179.7,88.053,6,179.7,88.053,6,179.7
Technology,New York City,Consumer,New York,Accessories,1399.93,601.9699,7,1399.93,601.9699,7,1399.93
Technology,Oceanside,Consumer,New York,Machines,629.93,296.0671,7,629.93,296.0671,7,629.93
Technology,Yonkers,Consumer,New York,Machines,4899.93,2400.9657,7,4899.93,2400.9657,7,4899.93
Technology,Jamestown,Consumer,New York,Phones,4548.81,1228.1787,7,4548.81,1228.1787,7,4548.81
Technology,New York City,Consumer,New York,Phones,90.93,2.7279,7,90.93,2.7279,7,90.93
Technology,New York City,Consumer,New York,Phones,881.93,220.4825,7,881.93,220.4825,7,881.93
Technology,Washington,Consumer,District of Columbia,Machines,1379.92,648.5624,8,1379.92,648.5624,8,1379.92
Technology,Yonkers,Consumer,New York,Phones,543.92,135.98,8,543.92,135.98,8,543.92
Technology,New York City,Consumer,New York,Accessories,1619.91,97.194600000,9,1619.91,97.194600000,9,1619.91
Technology,Marion,Consumer,Ohio,Accessories,263.96,42.8935,1,263.96,42.8935,1,263.96
Technology,Philadelphia,Consumer,Pennsylvania,Accessories,14.2,3.3725,1,14.2,3.3725,1,14.2
Technology,Philadelphia,Consumer,Pennsylvania,Accessories,39.992,7.4985,1,39.992,7.4985,1,39.992
Technology,Cleveland,Consumer,Ohio,Accessories,25.488,4.4604,2,25.488,4.4604,2,25.488
Technology,Lancaster,Consumer,Ohio,Accessories,27.12,-4.746,2,27.12,-4.746,2,27.12
Technology,Marion,Consumer,Ohio,Accessories,63.92,19.176,2,63.92,19.176,2,63.92
Technology,Philadelphia,Consumer,Pennsylvania,Accessories,27.968,6.992,2,27.968,6.992,2,27.968
Technology,Philadelphia,Consumer,Pennsylvania,Accessories,58.416,16.7946,2,58.416,16.7946,2,58.416
Technology,New York City,Consumer,New York,Copiers,879.984,329.994,2,879.984,329.994,2,879.984
Technology,New York City,Consumer,New York,Copiers,479.984,59.998,2,479.984,59.998,2,479.984
Technology,Akron,Consumer,Ohio,Accessories,71.976,0.899700000,3,71.976,0.899700000,3,71.976
Technology,Lancaster,Consumer,Ohio,Accessories,59.976,11.9952,3,59.976,11.9952,3,59.976
Technology,Philadelphia,Consumer,Pennsylvania,Accessories,40.776,0.5097,3,40.776,0.5097,3,40.776
Technology,Philadelphia,Consumer,Pennsylvania,Accessories,36.048,-0.901200000,3,36.048,-0.901200000,3,36.048
Technology,Philadelphia,Consumer,Pennsylvania,Accessories,34.8,2.175,3,34.8,2.175,3,34.8
Technology,Philadelphia,Consumer,Pennsylvania,Accessories,40.776,0.5097,3,40.776,0.5097,3,40.776
Technology,Philadelphia,Consumer,Pennsylvania,Accessories,27.552,-0.344400000,3,27.552,-0.344400000,3,27.552
Technology,Columbus,Consumer,Ohio,Accessories,288,57.6,4,288,57.6,4,288
Technology,Springfield,Consumer,Ohio,Accessories,37.056,8.8008,4,37.056,8.8008,4,37.056
Technology,Philadelphia,Consumer,Pennsylvania,Accessories,19.04,-1.428,4,19.04,-1.428,4,19.04
Technology,Philadelphia,Consumer,Pennsylvania,Accessories,51.56,-6.445,5,51.56,-6.445,5,51.56
Technology,Fairfield,Consumer,Ohio,Accessories,158.928,41.7186,7,158.928,41.7186,7,158.928
Technology,Philadelphia,Consumer,Pennsylvania,Accessories,442.4,-55.300000000,7,442.4,-55.300000000,7,442.4
Technology,New York City,Consumer,New York,Copiers,2799.944,1014.9797,7,2799.944,1014.9797,7,2799.944
Technology,Springfield,Consumer,Ohio,Phones,259.896,-56.3108,2,259.896,-56.3108,2,259.896
Technology,Philadelphia,Consumer,Pennsylvania,Phones,258.528,-47.3968,2,258.528,-47.3968,2,258.528
Technology,Philadelphia,Consumer,Pennsylvania,Phones,329.988,-76.9972,2,329.988,-76.9972,2,329.988
Technology,Akron,Consumer,Ohio,Phones,323.982,-80.9955,3,323.982,-80.9955,3,323.982
Technology,Columbus,Consumer,Ohio,Phones,107.982,-26.9955,3,107.982,-26.9955,3,107.982
Technology,Philadelphia,Consumer,Pennsylvania,Phones,143.982,-28.7964,3,143.982,-28.7964,3,143.982
Technology,Philadelphia,Consumer,Pennsylvania,Phones,122.382,-24.4764,3,122.382,-24.4764,3,122.382
Technology,Philadelphia,Consumer,Pennsylvania,Phones,494.982,-115.4958,3,494.982,-115.4958,3,494.982
Technology,Philadelphia,Consumer,Pennsylvania,Phones,53.982,-10.7964,3,53.982,-10.7964,3,53.982
Technology,Philadelphia,Consumer,Pennsylvania,Phones,118.782,-27.7158,3,118.782,-27.7158,3,118.782
Technology,Philadelphia,Consumer,Pennsylvania,Phones,358.2,41.79,3,358.2,41.79,3,358.2
Technology,Philadelphia,Consumer,Pennsylvania,Copiers,8399.976,1119.9968,4,8399.976,1119.9968,4,8399.976
Technology,Philadelphia,Consumer,Pennsylvania,Copiers,1079.976,125.9972,4,1079.976,125.9972,4,1079.976
Technology,Springfield,Consumer,Ohio,Phones,158.376,-36.9544,4,158.376,-36.9544,4,158.376
Technology,Toledo,Consumer,Ohio,Phones,1502.376,-250.396,4,1502.376,-250.396,4,1502.376
Technology,Philadelphia,Consumer,Pennsylvania,Phones,108.576,-25.3344,4,108.576,-25.3344,4,108.576
Technology,Philadelphia,Consumer,Pennsylvania,Phones,494.376,-115.3544,4,494.376,-115.3544,4,494.376
Technology,Philadelphia,Consumer,Pennsylvania,Phones,285.576,-57.1152,4,285.576,-57.1152,4,285.576
Technology,Philadelphia,Consumer,Pennsylvania,Phones,94.92,15.82,4,94.92,15.82,4,94.92
Technology,Philadelphia,Consumer,Pennsylvania,Copiers,599.97,69.9965,5,599.97,69.9965,5,599.97
Technology,Philadelphia,Consumer,Pennsylvania,Phones,359.97,-71.994,5,359.97,-71.994,5,359.97
Technology,Philadelphia,Consumer,Pennsylvania,Phones,110.97,-24.0435,5,110.97,-24.0435,5,110.97
Technology,Philadelphia,Consumer,Pennsylvania,Phones,118.65,19.775,5,118.65,19.775,5,118.65
Technology,Medina,Consumer,Ohio,Phones,539.964,-107.9928,6,539.964,-107.9928,6,539.964
Technology,Philadelphia,Consumer,Pennsylvania,Phones,539.964,-107.9928,6,539.964,-107.9928,6,539.964
Technology,Medina,Consumer,Ohio,Phones,50.232,-10.0464,7,50.232,-10.0464,7,50.232
Technology,Columbus,Consumer,Ohio,Phones,220.752,-40.4712,8,220.752,-40.4712,8,220.752
Technology,Columbus,Consumer,Ohio,Phones,235.152,-47.0304,8,235.152,-47.0304,8,235.152
Technology,Columbus,Consumer,Ohio,Phones,1889.946,-377.9892,9,1889.946,-377.9892,9,1889.946
Technology,Philadelphia,Consumer,Pennsylvania,Phones,545.916,72.7888,14,545.916,72.7888,14,545.916
Technology,Lancaster,Consumer,Ohio,Machines,4499.985,-6599.978,5,4499.985,-6599.978,5,4499.985
Technology,Columbus,Consumer,Ohio,Machines,30.345,-24.276,7,30.345,-24.276,7,30.345
Technology,Hot Springs,Consumer,Arkansas,Accessories,29.99,2.999,1,29.99,2.999,1,29.99
Technology,Atlanta,Consumer,Georgia,Phones,135.95,39.4255,1,135.95,39.4255,1,135.95
Technology,Fayetteville,Consumer,Arkansas,Accessories,399.98,171.9914,2,399.98,171.9914,2,399.98
Technology,Monroe,Consumer,Louisiana,Accessories,659.9,217.767,2,659.9,217.767,2,659.9
Technology,Harrisonburg,Consumer,Virginia,Accessories,23.08,6.924,2,23.08,6.924,2,23.08
Technology,Mobile,Consumer,Alabama,Accessories,209.97,71.3898,3,209.97,71.3898,3,209.97
Technology,Jackson,Consumer,Mississippi,Accessories,66.3,8.619,3,66.3,8.619,3,66.3
Technology,Lafayette,Consumer,Louisiana,Machines,479.97,239.985,3,479.97,239.985,3,479.97
Technology,Chesapeake,Consumer,Virginia,Machines,209.97,90.2871,3,209.97,90.2871,3,209.97
Technology,Mobile,Consumer,Alabama,Phones,59.97,0,3,59.97,0,3,59.97
Technology,Atlanta,Consumer,Georgia,Phones,377.97,98.2722,3,377.97,98.2722,3,377.97
Technology,Columbus,Consumer,Georgia,Phones,287.97,77.7519,3,287.97,77.7519,3,287.97
Technology,Florence,Consumer,Kentucky,Phones,587.97,170.5113,3,587.97,170.5113,3,587.97
Technology,Louisville,Consumer,Kentucky,Phones,29.97,0.2997,3,29.97,0.2997,3,29.97
Technology,Columbia,Consumer,South Carolina,Phones,113.73,32.9817,3,113.73,32.9817,3,113.73
Technology,Arlington,Consumer,Virginia,Phones,467.97,140.391,3,467.97,140.391,3,467.97
Technology,Atlanta,Consumer,Georgia,Accessories,67.8,4.068,4,67.8,4.068,4,67.8
Technology,Florence,Consumer,Kentucky,Accessories,79.96,18.3908,4,79.96,18.3908,4,79.96
Technology,Hattiesburg,Consumer,Mississippi,Accessories,52,23.4,4,52,23.4,4,52
Technology,Columbus,Consumer,Georgia,Machines,396,190.08,4,396,190.08,4,396
Technology,Chesapeake,Consumer,Virginia,Phones,29.56,7.9812,4,29.56,7.9812,4,29.56
Technology,Richmond,Consumer,Virginia,Phones,503.96,125.99,4,503.96,125.99,4,503.96
Technology,Salem,Consumer,Virginia,Phones,271.96,67.99,4,271.96,67.99,4,271.96
Technology,Columbus,Consumer,Georgia,Accessories,249.95,19.996,5,249.95,19.996,5,249.95
Technology,Columbus,Consumer,Georgia,Accessories,249.95,107.4785,5,249.95,107.4785,5,249.95
Technology,Roswell,Consumer,Georgia,Accessories,619.95,111.591,5,619.95,111.591,5,619.95
Technology,Louisville,Consumer,Kentucky,Phones,469.95,131.586,5,469.95,131.586,5,469.95
Technology,Columbia,Consumer,South Carolina,Phones,629.95,176.386,5,629.95,176.386,5,629.95
Technology,Roswell,Consumer,Georgia,Accessories,101.94,21.4074,6,101.94,21.4074,6,101.94
Technology,Monroe,Consumer,Louisiana,Accessories,53.7,10.203,6,53.7,10.203,6,53.7
Technology,Florence,Consumer,Kentucky,Machines,3080,1416.8,7,3080,1416.8,7,3080
Technology,Columbus,Consumer,Georgia,Phones,2939.93,764.3818,7,2939.93,764.3818,7,2939.93
Technology,Louisville,Consumer,Kentucky,Phones,83.72,23.4416,7,83.72,23.4416,7,83.72
Technology,Decatur,Consumer,Alabama,Accessories,239.92,23.992,8,239.92,23.992,8,239.92
Technology,Newport News,Consumer,Virginia,Copiers,1599.92,751.9624,8,1599.92,751.9624,8,1599.92
Technology,Atlanta,Consumer,Georgia,Accessories,251.91,47.8629,9,251.91,47.8629,9,251.91
Technology,Arlington,Consumer,Virginia,Phones,1871.88,561.564,12,1871.88,561.564,12,1871.88
Technology,Pembroke Pines,Consumer,Florida,Accessories,205.992,-2.574900000,1,205.992,-2.574900000,1,205.992
